DATE_TIME,REGION,COUNTIES,NAME,TYPE,SCENE,MINOR_CAS,CRITICAL_CAS,RESCUED,MISSING,DEAD,DAMAGE,SITUATION,RESPONSE_KRCS,HH AFFECTED
27-11-15,Coast,None,FLOODS IN TAITA TAVETA COUNTY,Floods,"Eastleigh, Ndovuni, and Lokichogio villages",0,0,0,0,0,77 Households,"At 0830hrs, Mwanaisha (KRCS Taita Taveta) reported cases that were as a result of the heavy downpour in some parts of the County. KRCS conducted an assessment today in Eastleigh, Ndovuni, and Lokichogio villages in Maurungu ward. A total of 307 persons were affected and 77 households displaced; they are being hosted by other people in safer grounds. A total of 19 toilets were reported to have submerged and 77 livestock were swept away. (72 chickens and 5 goats).Three injuries were also reported. In Maungu Town flash floods were also reported 44 adults and 33 children were affected and were evacuated to safer grounds, the raging waters swept away a lorry however no casualties were reported. (Brief; 384 affected 77 HHs, 77livestock,)",KRCS Taita Taveta,0
14-12-15,West Kenya,Bungoma,FLOODS INCIDENT IN BUNGOMA COUNTY,Floods,Bungoma,0,0,0,0,0,0,"At 0906hrs, Wekola (KRCS Bungoma) reported of a floods incident in Bungoma County. Following yesterday’s evening downpour in Bungoma North (Tongaren) 3 households were reported to be affected when River Nzoia broke its banks .Other areas remain wet and in Mt.Elgon the rains are currently on going.",0,0
13-12-15,Lower Eastern,Machakos,FLOODS IN ATHI RIVER,Floods,ATHI RIVER AREA,0,0,2,0,0,-,"Edgar 0721412977 reported floods in Athi River whereby a personal car was reported to have been swept away near St. Bulevard Athi River at 2300Hrs, the 2 occupants a father and 2 yrs old son was rescued by Kenya police and Mavoko fire brigade. ",-,0
14-05-18,Lower Eastern,Kajiado,FLASH FLOODS IN KAJIADO,Floods,Kajiado,0,0,0,0,0,50Hhs,"Flash floods were reported in Kajiado County at 0802hrs after heavy downpour experienced overnight, Kajiado RCAT conducted assessments despite difficulties in accessing some areas and reported 50hhs affected and crops on the farms destroyed",,0
18-05-18,Central,Kiambu,"FLASH FLOODS IN KARURA, KIAMBU COUNTY",Floods,"KARURA, KIAMBU COUNTY",0,0,0,0,0,0,"At 2138hrs, Stanley via 0726340345 reported of flash floods at Karura in Kiambu County. A dam in Munyaka area burst its banks after it filled to its threshold. KRCS Kiambu is monitoring the situation and advising people living in the riverine area and downstream to move to higher grounds.",,0
21-04-12,Lower Eastern,None,FLOODS REPORTED IN ATHI RIVER ,Floods,ATHI RIVER ,0,0,0,0,0,144HH,FLOODS REPORTED DUE TO HEAVY RAINFALL THAT LEFT HOUSES SUBMERGED AND ROOVES BLOWN OFF. THE COMBINED EFFORTS OF KRCS NAIROBI AND MACHAKOS BRANCH WENT ON WITH THE ASSESSMENT AND REPORTED THAT 144HH WERE AFFECTED.,KRCS NAIROBI AND MACHAKOS BRANCH,0
05-01-19,Coast,Kilifi,HEAVY DOWN POUR AT CHAKAMA LOCATION IN MALINDI,Floods,chakama malindi,0,0,0,0,0,0,"At 0615hrs, Musa KRCS reported to E.O.C of a heavy down pour accompanied by strong winds and hailstones in Chakama location. Matolani primary school and residential houses were destroyed and roof tops swept off. KRCS Kilifi branch is out to the field to conduct assessment ",,0
27-04-18,Upper Eastern,Isiolo,"FLOODS AT MERTI, ISIOLO COUNTY",Floods," MERTI, ISIOLO COUNTY",0,0,0,0,0,Approximately 250HHs affected. ,"Flash floods were reported at Merti after River Ewaso Ngiro bursts its banks and displaced over 250hhs mostly affecting Shauri Yako,Taqwa,Shambole,and some part of manyatta, also crocodiles reported to have been swept inland posing danger to the affected population. RCAT Isiolo to conduct assessment. (",,0
04-06-15,Lower Eastern,None,FLOODS INCIDENT IN MACHAKOS COUNTY,Floods,MACHAKOS,0,0,0,0,0,0,"At 0850hrs, Steve (KRCS Machakos branch) reported floods incidents at Kicheka village in Machakos County, following heavy down pour on Tuesday night. Assessment was conducted by KRCS Machakos Branch, which established that 211 HHs were affected. The entire Kicheka village has 1251 households in total with a populations of about 4000 people at risk in case of further flooding. The full assessment report will be shared by the branch tomorrow (Thursday 4, 2015) highlighting the most urgent needs by the residents. (Brief; 211 HH)",(KRCS Machakos branch,0
20-05-16,North Rift,Uasin Gishu,FLOODS IN UASIN GISHU COUNTY,Floods, Eldoret,0,0,0,0,0,23Hh,"At 0740hrs Helen (KRCS RM) reported about the general outlook floods in Eldoret town. Following the heavy downpour 16Hhs were affected by flashfloods in roadblock area, out of which 2 were completely damaged. Seven families are displaced and are being host by other community members. The area residents have been advised to move to higher grounds, one of the major reasons of flash floods is poor drainage. KRCS Eldoret conducted the assessment. (Brief; 23Hhs)
",KRCS Uasin Gishu,0
15-11-14,Coast,None,"FLOODS REPORTED IN BURA, TANA RIVER COUNTY",Floods,Bura and the surrounding villages. ,0,0,0,0,0,-,"reported flooding incident in Bura and the surrounding villages. The floods started as a result of heavy downpour lasting about 3hours on Friday evening. Among the villages affected include; Village 1, 2 and 8, NYS, Bulla Lami, Bulla Halo, Bulla Hosingo, Bulla water, Bulla buskidera, Bulla tunza motto, Bulla bisiki, Bulla duko. Unconfirmed number of families were displaced by the floods after their houses were destroyed. They are currently camping at Godia primary school in Bura. Efforts by KRCS to distribute relief items to the affected families were hampered by lack of supplies at the branch. ",Tana River,0
10-03-16,Upper Eastern,Marsabit,"FLOODS IN LAISAMIS,NORTH HORR AND SAKHU",Floods,"LAISAMIS, NORTH HORR AND SAKHU MARSABIT COUNTY ",0,0,0,0,0,81HH,"At 1246Hrs. Talaso (KRCS Marsabit) reported heavy rainfall in Laisamis, North Horr and Sakhu Marsabit County. In Kargi, Laisamis sub county 81 households were adversely affected by flash floods, in Arapal livestock and household items were reported to have been swept away by raging floods.   (Brief; 81HH)",Marsabit,0
17-03-18,Coast,Kilifi,FLASH FLOODS AT BAKAE VILLAGE IN KILIFI COUNTY,Floods,KILIFI COUNTY,0,0,0,0,0,61 HHs affected. ,"Masoud KRCS Kilifi reported of cases of flash floods in Kilifi County at around 1718hrs. Three children from Kisiki Cha Mzungu Area were swept away by the floods after river Sabaki broke its banks. In addition, 8HH from Garachi, 33 HHs from Bate, 20HHs from Dangamira and 24 Hectares of plantations were also affected. Kilifi RCAT Team facilitated the assessment. ",,0
01-05-15,Coast,None,FLASH FLOODS IN REKEKE TAVETA,Floods,REKEKE TAVETA,0,0,0,0,0,2 HH,"Mwanaisha (KRCS Taveta branch) reported flash floods at Rekeke village in Taveta County, the incident occurred this morning with about two houses marooned and some villages cut off after collapse of some bridges. Assessments are been carried out",KRCS Taveta ,0
18-11-15,Central,None,"COLLAPSED HOUSE IN MIKINDANI, MOMBASA COUNTY",Floods,Mikindani,3,0,0,0,0,A building collapsed,"KRCS Rajab Mombasa BC reported a collapsed building at Mikindani in Mombasa at 1950Hrs due to heavy rainfall in the area, KRCS Mombasa and County government responded to the scene and reported to have evacuated 6 families (11 women, 6 young boys and 3 young girls) to Mikindani Social hall. KRCS distributed NFIs to the affected and the County government gave them food. (Brief: 3 injured)",Distribution of NFI's,0
27-04-18,North Eastern,Garissa,FLOODS IN GARISSA,Floods,FLOODS IN GARISSA,0,0,0,0,0,"Bula Iftin, Bula Punda, Lagbadana and Madogo areas marooned. ","Flash floods were reported in Garissa due to water spillage at Kiambere dam affecting several HH at Bula Iftin, Bula Punda, Lagbadana and Madogo area, RCAT Garissa conducting SAR and assessment in affected areas.",,0
08-05-15,South Rift,None,"FLASH FLOODS IN GODOMA, MARSABIT COUNTY",Floods,"GODOMA, MARSABIT COUNTY",0,0,0,0,1,0,"Flash floods were reported by Bonaya KRCS Marsabit County Manager after heavy rainfall was experienced in Godoma area Moyale Sub - County, KRCS response team will conduct assessment after reports indicated that several HH were affected and 1 person feared dead.",KRCS,0
05-04-13,Lower Eastern,None,FLASH FLOODS,Floods,Sericho Garbatulla area ,0,0,0,0,0,-,floods reported in Sericho Garbatulla area in Isiolo with unknown number of families marooned.,-,0
08-05-15,North Eastern,None,"FLASH FLOODS IN AMUMA, GARISSA COUNTY",Floods,"AMUMA, GARISSA COUNTY",0,0,0,0,0,security camps,"KRCS Garissa county manager reported flash floods in Amuma at 1500Hrs, several HH were affected including 2 security camps. KRCS team will carry out assessment and share report to E.O.C. ",KRCS team ,0
09-03-19,Upper Eastern,Marsabit,"FLASH FLOOD INCIDENT IN KARGI, MARSABIT COUNTY",Floods,"Kargi, Marsbit",0,43,0,0,0, k,"Maurice KRCS, reported to E.O.C at 1246hrs of several houses and institutions in Kargi, Marsabit County. Roofs was reported to have been blown off by strong wind and rain was experienced in the area. Kenya Red Cross Action team conducted an  assessment to establish the effects and humanitarian needs, approximately 217HHs affected and 1302 persons .",,217
11-05-16,Central,Kiambu,"FLOODS INCIDENT AT THINDIGWA AREA LIMURU, KIAMBU C",Floods,"THINDIGWA AREA LIMURU, KIAMBU COUNTY",0,0,0,0,0,approximately 20 Hh ,Heavy rainfall was experienced in Limuru Thindigwa area in Kiambu County. Which led the all area flooded. Approximately 20Hhs were affected.Krcs Limuru Brach will conduct an assessment and share subsequent report.,0,0
30-04-18,North Rift,Turkana,TURKANA FLOOD INCIDENT,Floods,TURKANA FLOOD INCIDENT,0,0,0,0,0,850 HHs affected. ,"Nick (Turkana KRCS) reported flood incident at Katilia center villages in Turkana County at 1935hrs. Following  heavy downpour approximately 850hh, loss of shoats, food stuff and other properties were affected by the floods. Turkan KRCS shall conduct an assessment in the affected area and share a detailed report. ",,0
13-11-15,South Rift,None,FLOODS INCIDENT IN NAROK COUNTY,Floods,Sagamian villages in Narok County ,0,0,0,0,0,3 HOUSEHOLDS,"At 0855hrs Brenda (County Manager) reported flood at Sagamian villages in Narok County due to heavy rainfall experienced in the area last night, 3HH have been displaced. A landslide also occurred in Ole Shapaani village no injuries were reported. KRCS are continuing with sensitization and awareness to advise the residents to move to safer grounds. (Brief: 3HH)",KRCS NAROK,0
11-04-15,West Kenya,None,FLOODS INCIDENT AT RANGWE HOMA BAY COUNTY,Floods,RANGWE HOMA BAY COUNTY,3,0,0,0,7,0,"At 1104hrs, Roche (KRCS county manager) reported floods at Rangwe sub-location in Homabay County, following heavy downpour last night. Seven people confirmed dead, 4 drowned at River Chak in Gongo location Rangwe sub-county, 1 drowned at Dol Bridge and 2 children were swept away in east Kochia.Three were rescued and referred to Matata Hospital in Oyugis.(Brief 7 fatalities 3 injured)",KRCS -Homabay,0
22-04-18,Coast,Kilifi,FLASH FLOODS AT MAGARINI IN KILIFI COUNTY ,Floods,FLASH FLOODS AT MAGARINI IN KILIFI COUNTY ,0,0,0,0,0,Several families marooned. ,Mr. Kateti via 0716905937 reported flash floods at Karimani Village in Magarini Sub County Kilifi following overspill of Sabaki River at around 1224hrs. Malindi KRCS Team has since been activated to rescue and conduct needs assessment to several families reportedly marooned. ,,0
16-04-18,Upper Eastern,Mandera,FLASH FLOODS AT TABAKA AREA IN MANDERA COUNTY,Floods, TABAKA AREA IN MANDERA COUNTY,0,0,0,0,0,5 people affected ,"Flash floods were reported at 1345hrs at Takaba area in Mandera West that swept a land cruiser that was crossing to the other side with 5 occupants, they were all rescued by well- wishers.",,0
15-04-13,Upper Eastern,None,FLASH FLOODS,Floods,GAFARSA TOWN,0,0,0,0,0,-,EOC received information that river Ewaso Nyiro River had burst its banks and flooded Gafarsa town. ,KRCS Isiolo branch,0
29-11-15,South Rift,None,FLOODING IN SAMBURU COUNTY,Floods,"Serelepi, Samburu East",0,0,0,0,0,"13 households
14 Goats swept","At 0906hrs Salad Tutana (KRCS County Manager) reported flash floods being experienced at Serelepi Samburu East, the flash floods affected approximately 13 families, while14 goats were swept away, KRCS is conducting assessment to the area, and the county manager will distribute NFIs tomorrow morning.(Brief; 13 HHs, 14 Goats)",KRCS Samburu,0
22-11-15,West Kenya,None,DROWNING INCIDENT IN BUSIA  COUNTY,Floods,Busia,0,0,0,2,0,0,"At 1023hrs Phillip (KRCS Busia) reported a drowning incident at River Suo, Bunyalla sub-County. Following the continuous heavy rainfall in the County and nearby environs. Two people drowned while attempting to cross River Suo in Busibwabe last evening .Search and Recovery efforts currently ongoing by KRCS Busia branch. (Brief; 2 missing)",KRCS Busia,0
09-11-13,Upper Eastern,None,FLOODS IN ISIOLO ,Floods, ISIOLO,0,0,0,0,0,-,"EOC received an alert of floods following heavy rainfall in Gafarsa ,Kombolo and Muchuro.Its reported that 158 farms were destroyed. A team for assessment has been sent from the Isiolo branch and a detailed report will be relayed later",#NAME?,0
11-02-16,Upper Eastern,Machakos,"FLOODS INCIDENT AT ATHI RIVER, MACHAKOS COUNTY",Floods,Athi RIVER,0,0,0,0,0,9 people marooned,At 1425hrs Gideon (KRCS Machakos) reported of an incident that was caused by heavy downpour in Athi River. Following the heavy rainfall in Ngong hills the water lever in river Mto wa Mawe increased and later broke leading to flash floods in Athi River. Nine people were marooned. KRCS Machakos responded and evacuated them to safer grounds. (Brief; 9 Marooned),KRCS Machakos,0
19-12-13,Coast,None,FLOOD IN TSUINI ,Floods,TSUINI ,0,0,0,0,0,-,"River Umba at Tsuini was reported to have burst its banks at 1921Hrs in Vanga location and that buses were unable to cross past Tsuini Primary school, few farms next to the river are flooded and the residents have been advised to move to higher ground to avert crisis.",-,0
18-04-18,Central,Kiambu,ROAD TRAFFIC ACCIDENT AT KENYATTA UNIVERSITY I,Floods,ROAD TRAFFIC ACCIDENT AT KENYATTA UNIVERSITY I,2,0,0,0,0,0,"At 1123hrs, EOC through social media monitoring captured reports of a road traffic accident at Kenyatta University along Thika road. A speeding personal car heading to town lost control and knocked down a motorbike rider with a passenger on board.  Two casualties  with minor injuries  were evacuated to the nearest hospital by well-wishers. NPS cleared the scene.  ",,0
12-11-17,Coast,Tana River,"	FLOODS AT MBOKA AREA IN TANA RIVER SUB COUNTY",Floods,AT MBOKA AREA IN TANA RIVER SUB COUNTY,0,0,0,0,0,0,"At around 1139hrs, Bombe KRCS Tana River County reported floods in Boka area Tana River. Several shops and houses were affected owing to heavy down pour witnessed the previous night. KRCS Tana River Team conducting assessment to ascertain level of damage caused by floods. ",,0
